qname	cds_start	cds_end	map_start	map_end	pid	pid_adj	n_error	n_insert	n_mismatch	n_deletion	rname
01_D03	1	2247	1649	2245	100.0	26.6	0	0	0	0	ENST00000392320.7|ENSG00000138378.19|OTTHUMG00000132700.7|OTTHUMT00000335586.2|STAT4-202|STAT4|2560|UTR5:1-49|CDS:50-2296|UTR3:2297-2560|
01_D06	1	996	394	996	100.0	60.5	0	0	0	0	ENST00000538765.2|ENSG00000006194.10|OTTHUMG00000129323.4|OTTHUMT00000479884.1|ZNF263-202|ZNF263|1721|UTR5:1-254|CDS:255-1250|UTR3:1251-1721|
01_E01	1	1767	1153	1766	100.0	34.7	0	0	0	0	ENST00000329285.13|ENSG00000153896.19|OTTHUMG00000182346.5|OTTHUMT00000460648.3|ZNF599-201|ZNF599|3102|UTR5:1-374|CDS:375-2141|UTR3:2142-3102|
01_E07	1	3426	2818	3424	99.7	17.7	2	0	2	0	ENST00000398548.6|ENSG00000141956.14|OTTHUMG00000086781.7|OTTHUMT00000339836.1|PRDM15-202|PRDM15|6525|UTR5:1-84|CDS:85-3510|UTR3:3511-6525|
01_E09	1	1830	1224	1828	100.0	33.1	0	0	0	0	ENST00000358744.3|ENSG00000180479.14|OTTHUMG00000182016.4|OTTHUMT00000458669.1|ZNF571-202|ZNF571|2049|UTR5:1-190|CDS:191-2020|UTR3:2021-2049|
01_E10	1	1038	454	1036	99.8	56.1	1	0	1	0	ENST00000611463.1|ENSG00000275111.5|OTTHUMG00000155150.5|OTTHUMT00000338598.2|ZNF2-202|ZNF2|3737|UTR5:1-488|CDS:489-1526|UTR3:1527-3737|
01_E12	1	1749	1427	1748	100.0	18.4	0	0	0	0	ENST00000401424.6|ENSG00000133794.20|OTTHUMG00000150623.9|-|ARNTL-202|ARNTL|2807|UTR5:1-553|CDS:554-2302|UTR3:2303-2807|
01_F07	1	1026	600	1013	99.8	40.3	1	0	1	0	ENST00000402703.6|ENSG00000198807.13|OTTHUMG00000140251.4|-|PAX9-202|PAX9|3104|UTR5:1-726|CDS:727-1752|UTR3:1753-3104|
01_G09	1	1242	664	1240	99.7	46.3	2	0	2	0	ENST00000302303.5|ENSG00000080298.16|OTTHUMG00000019456.2|-|RFX3-201|RFX3|1522|UTR5:1-247|CDS:248-1489|UTR3:1490-1522|
01_G10	1	1425	842	1424	100.0	40.9	0	0	0	0	ENST00000429154.7|ENSG00000159882.13|OTTHUMG00000182307.3|OTTHUMT00000460456.2|ZNF230-201|ZNF230|4104|UTR5:1-219|CDS:220-1644|UTR3:1645-4104|
02_A01	1	2328	1738	2326	100.0	25.3	0	0	0	0	ENST00000678792.1|ENSG00000168610.16|OTTHUMG00000150645.4|-|STAT3-241|STAT3|4842|UTR5:1-190|CDS:191-2518|UTR3:2519-4842|
02_A02	1	1545	965	1544	99.8	37.5	1	0	1	0	ENST00000485846.5|ENSG00000105856.14|OTTHUMG00000157642.5|OTTHUMT00000349299.1|HBP1-212|HBP1|2420|UTR5:1-671|CDS:672-2216|UTR3:2217-2420|
02_A03	1	1722	1110	1721	100.0	35.5	0	0	0	0	ENST00000248211.11|ENSG00000256223.6|OTTHUMG00000167944.4|OTTHUMT00000397182.2|ZNF10-201|ZNF10|4406|UTR5:1-187|CDS:188-1909|UTR3:1910-4406|
02_A10	1	1665	1064	1665	100.0	36.2	0	0	0	0	ENST00000535489.5|ENSG00000130818.12|OTTHUMG00000180132.4|OTTHUMT00000449905.1|ZNF426-202|ZNF426|2375|UTR5:1-337|CDS:338-2002|UTR3:2003-2375|
02_A12	1	1434	787	1432	100.0	45.0	0	0	0	0	ENST00000308683.3|ENSG00000173545.5|OTTHUMG00000090567.2|OTTHUMT00000207105.2|ZNF622-201|ZNF622|1707|UTR5:1-135|CDS:136-1569|UTR3:1570-1707|
02_B11	1	1359	739	1357	100.0	45.5	0	0	0	0	ENST00000396373.9|ENSG00000139083.11|OTTHUMG00000168538.3|OTTHUMT00000400130.3|ETV6-202|ETV6|6144|UTR5:1-454|CDS:455-1813|UTR3:1814-6144|
02_B12	1	1422	803	1420	100.0	43.5	0	0	0	0	ENST00000395064.3|ENSG00000213588.6|OTTHUMG00000140180.5|OTTHUMT00000276533.2|ZBTB9-201|ZBTB9|2715|UTR5:1-271|CDS:272-1693|UTR3:1694-2715|
02_C01	1	1515	837	1514	100.0	44.8	0	0	0	0	ENST00000398612.3|ENSG00000172748.14|OTTHUMG00000086931.10|OTTHUMT00000504173.2|ZNF596-203|ZNF596|2803|UTR5:1-311|CDS:312-1826|UTR3:1827-2803|
02_C02	1	729	152	728	100.0	79.1	0	0	0	0	ENST00000663597.1|ENSG00000162599.17|OTTHUMG00000008618.11|OTTHUMT00000504838.1|NFIA-219|NFIA|2330|UTR5:1-302|CDS:303-1031|UTR3:1032-2330|
02_C05	1	1356	765	1355	100.0	43.6	0	0	0	0	ENST00000187879.12|ENSG00000159885.14|OTTHUMG00000182309.3|OTTHUMT00000460465.2|ZNF222-201|ZNF222|1598|UTR5:1-162|CDS:163-1518|UTR3:1519-1598|
02_C06	1	1326	985	1326	100.0	25.8	0	0	0	0	ENST00000374435.3|ENSG00000198298.13|OTTHUMG00000018040.4|OTTHUMT00000047720.2|ZNF485-202|ZNF485|2052|UTR5:1-192|CDS:193-1518|UTR3:1519-2052|
02_C10	1	1398	838	1397	100.0	40.1	0	0	0	0	ENST00000394092.6|ENSG00000170365.10|OTTHUMG00000161592.14|OTTHUMT00000367780.1|SMAD1-202|SMAD1|1658|UTR5:1-240|CDS:241-1638|UTR3:1639-1658|
02_D03	1	1167	761	1167	100.0	34.9	0	0	0	0	ENST00000304501.2|ENSG00000171056.8|OTTHUMG00000090585.2|OTTHUMT00000207131.2|SOX7-201|SOX7|3215|UTR5:1-78|CDS:79-1245|UTR3:1246-3215|
02_D04	1	1602	1060	1600	99.6	33.6	2	0	2	0	ENST00000328654.10|ENSG00000198393.8|OTTHUMG00000167936.13|OTTHUMT00000397145.4|ZNF26-201|ZNF26|17697|UTR5:1-474|CDS:475-2076|UTR3:2077-17697|
02_D07	1	1404	813	1403	100.0	42.1	0	0	0	0	ENST00000262160.11|ENSG00000175387.16|OTTHUMG00000132652.5|OTTHUMT00000255903.3|SMAD2-201|SMAD2|34626|UTR5:1-352|CDS:353-1756|UTR3:1757-34626|
02_D11	1	1302	694	1300	99.8	46.5	1	0	1	0	ENST00000319516.8|ENSG00000137203.15|OTTHUMG00000014235.8|OTTHUMT00000039817.2|TFAP2A-201|TFAP2A|2035|UTR5:1-188|CDS:189-1490|UTR3:1491-2035|
02_D12	1	2409	1796	2407	100.0	25.4	0	0	0	0	ENST00000371477.4|ENSG00000096401.8|OTTHUMG00000014767.2|OTTHUMT00000040743.2|CDC5L-201|CDC5L|6241|UTR5:1-118|CDS:119-2527|UTR3:2528-6241|
02_E04	1	1383	760	1381	100.0	45.0	0	0	0	0	ENST00000393655.4|ENSG00000008196.13|OTTHUMG00000014836.5|OTTHUMT00000040886.4|TFAP2B-202|TFAP2B|5631|UTR5:1-21|CDS:22-1404|UTR3:1405-5631|
02_F01	1	693	83	693	100.0	88.2	0	0	0	0	ENST00000537194.6|ENSG00000166949.17|OTTHUMG00000133230.6|OTTHUMT00000417464.1|SMAD3-203|SMAD3|1147|UTR5:1-228|CDS:229-921|UTR3:922-1147|
02_F02	1	1599	986	1597	100.0	38.3	0	0	0	0	ENST00000334213.10|ENSG00000132010.16|OTTHUMG00000156409.4|OTTHUMT00000344101.2|ZNF20-201|ZNF20|3004|UTR5:1-168|CDS:169-1767|UTR3:1768-3004|
02_F03	1	1389	762	1387	99.8	45.0	1	0	1	0	ENST00000403906.8|ENSG00000167554.15|OTTHUMG00000182645.4|OTTHUMT00000462880.2|ZNF610-203|ZNF610|2921|UTR5:1-521|CDS:522-1910|UTR3:1911-2921|
02_F04	1	1602	996	1600	99.7	37.6	2	0	2	0	ENST00000328654.10|ENSG00000198393.8|OTTHUMG00000167936.13|OTTHUMT00000397145.4|ZNF26-201|ZNF26|17697|UTR5:1-474|CDS:475-2076|UTR3:2077-17697|
02_F06	1	1602	1017	1600	100.0	36.5	0	0	0	0	ENST00000366197.9|ENSG00000188785.12|OTTHUMG00000183281.5|OTTHUMT00000465937.2|ZNF548-202|ZNF548|4955|UTR5:1-250|CDS:251-1852|UTR3:1853-4955|
02_F08	1	1650	1051	1650	100.0	36.4	0	0	0	0	ENST00000580306.7|ENSG00000154957.14|OTTHUMG00000178307.6|OTTHUMT00000441451.3|ZNF18-204|ZNF18|2295|UTR5:1-127|CDS:128-1777|UTR3:1778-2295|
02_G05	1	1650	1046	1648	99.8	36.5	1	0	1	0	ENST00000258382.10|ENSG00000135899.19|OTTHUMG00000133204.6|OTTHUMT00000256915.3|SP110-202|SP110|1952|UTR5:1-112|CDS:113-1762|UTR3:1763-1952|
02_H02	1	1746	1212	1745	100.0	30.6	0	0	0	0	ENST00000391794.8|ENSG00000176024.18|OTTHUMG00000182424.6|OTTHUMT00000462271.1|ZNF613-202|ZNF613|2225|UTR5:1-464|CDS:465-2210|UTR3:2211-2225|
02_H03	1	1551	983	1550	99.8	36.6	1	0	1	0	ENST00000545872.1|ENSG00000167766.19|OTTHUMG00000182761.4|OTTHUMT00000463502.1|ZNF83-204|ZNF83|2633|UTR5:1-446|CDS:447-1997|UTR3:1998-2633|
02_H04	1	2415	1772	2413	100.0	26.6	0	0	0	0	ENST00000655819.1|ENSG00000110693.19|OTTHUMG00000165876.8|-|SOX6-218|SOX6|8979|UTR5:1-204|CDS:205-2619|UTR3:2620-8979|
02_H07	1	1662	1051	1662	100.0	36.8	0	0	0	0	ENST00000339282.12|ENSG00000249709.8|OTTHUMG00000156418.5|OTTHUMT00000344120.3|ZNF564-201|ZNF564|2885|UTR5:1-150|CDS:151-1812|UTR3:1813-2885|
02_H08	1	1428	789	1428	100.0	44.8	0	0	0	0	ENST00000643197.2|ENSG00000132170.24|OTTHUMG00000129764.15|OTTHUMT00000494952.2|PPARG-214|PPARG|1894|UTR5:1-449|CDS:450-1877|UTR3:1878-1894|
02_H09	1	2061	1414	2061	100.0	31.4	0	0	0	0	ENST00000528372.5|ENSG00000147789.16|OTTHUMG00000165200.2|OTTHUMT00000382660.1|ZNF7-207|ZNF7|2905|UTR5:1-240|CDS:241-2301|UTR3:2302-2905|
02_H11	1	2139	1560	2139	100.0	27.1	0	0	0	0	ENST00000674080.1|ENSG00000115415.20|OTTHUMG00000132699.7|OTTHUMT00000529900.1|STAT1-228|STAT1|2870|UTR5:1-366|CDS:367-2505|UTR3:2506-2870|
02_H12	1	2907	2297	2907	100.0	21.0	0	0	0	0	ENST00000394820.8|ENSG00000109320.13|OTTHUMG00000161080.10|OTTHUMT00000253802.1|NFKB1-202|NFKB1|3693|UTR5:1-465|CDS:466-3372|UTR3:3373-3693|
03_A01	1	1287	696	1285	100.0	45.8	0	0	0	0	ENST00000376983.8|ENSG00000126767.18|OTTHUMG00000021452.4|OTTHUMT00000056437.2|ELK1-203|ELK1|2876|UTR5:1-281|CDS:282-1568|UTR3:1569-2876|
03_A02	1	1551	905	1551	99.5	41.5	3	0	0	3	ENST00000319770.7|ENSG00000126746.18|OTTHUMG00000168716.5|OTTHUMT00000400715.2|ZNF384-201|ZNF384|3266|UTR5:1-478|CDS:479-2029|UTR3:2030-3266|
03_A03	1	1728	1082	1728	99.8	37.4	1	0	1	0	ENST00000621650.2|ENSG00000278129.2|OTTHUMG00000182073.3|OTTHUMT00000459135.3|ZNF8-201|ZNF8|9110|UTR5:1-127|CDS:128-1855|UTR3:1856-9110|
03_A04	1	1557	939	1556	100.0	39.7	0	0	0	0	ENST00000339249.5|ENSG00000173275.13|OTTHUMG00000022478.2|OTTHUMT00000058411.2|ZNF449-201|ZNF449|4034|UTR5:1-140|CDS:141-1697|UTR3:1698-4034|
03_A05	1	1314	689	1312	100.0	47.5	0	0	0	0	ENST00000361729.3|ENSG00000007968.7|OTTHUMG00000003223.2|OTTHUMT00000008885.2|E2F2-201|E2F2|5196|UTR5:1-440|CDS:441-1754|UTR3:1755-5196|
03_A06	1	2805	2205	2803	99.7	21.3	2	2	0	0	ENST00000556279.5|ENSG00000100968.14|OTTHUMG00000029351.13|OTTHUMT00000414133.2|NFATC4-226|NFATC4|2924|UTR5:1-119|CDS:120-2924|
03_A10	1	1527	668	986	100.0	20.9	0	0	0	0	ENST00000652580.1|ENSG00000196646.12|OTTHUMG00000156429.8|OTTHUMT00000499752.2|ZNF136-207|ZNF136|3348|UTR5:1-639|CDS:640-2166|UTR3:2167-3348|
03_A11	1	2019	1394	2018	100.0	31.0	0	0	0	0	ENST00000557385.2|ENSG00000177485.7|OTTHUMG00000171159.5|OTTHUMT00000434468.4|ZBTB33-202|ZBTB33|5253|UTR5:1-270|CDS:271-2289|UTR3:2290-5253|
03_A12	1	1686	1063	1684	99.8	36.8	1	0	1	0	ENST00000351773.7|ENSG00000075407.18|OTTHUMG00000192066.2|-|ZNF37A-201|ZNF37A|7027|UTR5:1-830|CDS:831-2516|UTR3:2517-7027|
03_B02	1	1368	742	1367	100.0	45.8	0	0	0	0	ENST00000586426.5|ENSG00000172000.7|OTTHUMG00000180501.4|OTTHUMT00000451639.2|ZNF556-202|ZNF556|1643|UTR5:1-87|CDS:88-1455|UTR3:1456-1643|
03_B03	1	2379	1756	2377	99.8	26.1	1	0	1	0	ENST00000551380.6|ENSG00000166704.12|OTTHUMG00000169804.2|OTTHUMT00000405964.2|ZNF606-207|ZNF606|4087|UTR5:1-483|CDS:484-2862|UTR3:2863-4087|
03_B04	1	1617	954	1617	99.8	41.0	1	0	1	0	ENST00000317243.10|ENSG00000172006.12|OTTHUMG00000180493.6|OTTHUMT00000451598.4|ZNF554-201|ZNF554|3704|UTR5:1-204|CDS:205-1821|UTR3:1822-3704|
03_B05	1	1620	994	1619	99.8	38.6	1	0	1	0	ENST00000535420.5|ENSG00000160685.13|OTTHUMG00000037414.1|-|ZBTB7B-207|ZBTB7B|3777|UTR5:1-320|CDS:321-1940|UTR3:1941-3777|
03_B06	1	1989	1414	1987	100.0	28.9	0	0	0	0	ENST00000527985.5|ENSG00000156599.11|OTTHUMG00000167198.3|OTTHUMT00000393693.1|ZDHHC5-204|ZDHHC5|2817|UTR5:1-496|CDS:497-2485|UTR3:2486-2817|
03_B07	1	1413	777	1411	100.0	44.9	0	0	0	0	ENST00000396204.2|ENSG00000198963.11|OTTHUMG00000020026.3|-|RORB-202|RORB|2996|CDS:1-1413|UTR3:1414-2996|
03_B08	1	1308	708	1308	100.0	45.9	0	0	0	0	ENST00000672570.1|ENSG00000186350.12|OTTHUMG00000020887.5|OTTHUMT00000529326.1|RXRA-205|RXRA|2393|UTR5:1-922|CDS:923-2230|UTR3:2231-2393|
03_C01	1	1860	1223	1860	100.0	34.3	0	0	0	0	ENST00000239882.7|ENSG00000120690.16|OTTHUMG00000016783.8|OTTHUMT00000044654.4|ELF1-201|ELF1|3678|UTR5:1-317|CDS:318-2177|UTR3:2178-3678|
03_C03	1	960	327	960	100.0	66.0	0	0	0	0	ENST00000432907.6|ENSG00000160199.15|OTTHUMG00000086833.6|-|PKNOX1-203|PKNOX1|5180|UTR5:1-390|CDS:391-1350|UTR3:1351-5180|
03_C05	1	1302	674	1301	100.0	48.2	0	0	0	0	ENST00000318203.9|ENSG00000180532.11|OTTHUMG00000183474.1|OTTHUMT00000466812.1|ZSCAN4-201|ZSCAN4|2246|UTR5:1-697|CDS:698-1999|UTR3:2000-2246|
03_C06	1	1605	1012	1603	100.0	36.9	0	0	0	0	ENST00000361584.5|ENSG00000187801.15|OTTHUMG00000007302.4|OTTHUMT00000504377.2|ZFP69B-201|ZFP69B|2217|UTR5:1-486|CDS:487-2091|UTR3:2092-2217|
03_C11	1	1497	893	1496	100.0	40.3	0	0	0	0	ENST00000402030.6|ENSG00000128604.20|OTTHUMG00000158410.7|OTTHUMT00000350934.1|IRF5-203|IRF5|2786|UTR5:1-72|CDS:73-1569|UTR3:1570-2786|
03_C12	1	2412	1808	2410	100.0	25.0	0	0	0	0	ENST00000337433.10|ENSG00000167380.17|OTTHUMG00000182351.2|-|ZNF226-202|ZNF226|2563|UTR5:1-140|CDS:141-2552|UTR3:2553-2563|
03_D02	1	1623	1017	1623	100.0	37.4	0	0	0	0	ENST00000590202.3|ENSG00000175322.12|OTTHUMG00000182055.2|OTTHUMT00000459037.2|ZNF519-207|ZNF519|6760|UTR5:1-158|CDS:159-1781|UTR3:1782-6760|
03_D03	1	2034	1428	2034	100.0	29.8	0	0	0	0	ENST00000307750.5|ENSG00000168795.5|OTTHUMG00000019918.2|OTTHUMT00000052462.2|ZBTB5-201|ZBTB5|4690|UTR5:1-240|CDS:241-2274|UTR3:2275-4690|
03_D04	1	1449	836	1449	100.0	42.4	0	0	0	0	ENST00000538897.5|ENSG00000148737.17|OTTHUMG00000019070.11|-|TCF7L2-218|TCF7L2|4000|UTR5:1-507|CDS:508-1956|UTR3:1957-4000|
03_D08	1	2085	1474	2085	100.0	29.4	0	0	0	0	ENST00000381223.9|ENSG00000214717.12|OTTHUMG00000021069.10|-|ZBED1-203|ZBED1|4510|UTR5:1-204|CDS:205-2289|UTR3:2290-4510|
03_D09	1	1590	1106	1590	100.0	30.5	0	0	0	0	ENST00000528838.6|ENSG00000185122.11|OTTHUMG00000174604.4|OTTHUMT00000426985.2|HSF1-204|HSF1|2134|UTR5:1-154|CDS:155-1744|UTR3:1745-2134|
03_D12	1	2217	1772	2217	100.0	20.1	0	0	0	0	ENST00000539354.6|ENSG00000198040.11|OTTHUMG00000167939.6|OTTHUMT00000397151.1|ZNF84-208|ZNF84|6811|UTR5:1-227|CDS:228-2444|UTR3:2445-6811|
03_E02	1	1335	734	1333	100.0	44.9	0	0	0	0	ENST00000250076.7|ENSG00000167840.13|OTTHUMG00000099450.3|OTTHUMT00000216915.1|ZNF232-201|ZNF232|2179|UTR5:1-655|CDS:656-1990|UTR3:1991-2179|
03_E03	1	1095	446	1094	100.0	59.3	0	0	0	0	ENST00000617266.2|ENSG00000196152.10|OTTHUMG00000020703.1|-|ZNF79-204|ZNF79|1969|UTR5:1-700|CDS:701-1795|UTR3:1796-1969|
03_E05	1	1515	915	1513	99.8	39.5	1	1	0	0	ENST00000439720.3|ENSG00000154710.18|OTTHUMG00000129547.8|OTTHUMT00000345649.2|RABGEF1-202|RABGEF1|3065|UTR5:1-167|CDS:168-1682|UTR3:1683-3065|
03_E07	1	1395	751	1393	99.8	46.0	1	0	1	0	ENST00000343381.10|ENSG00000188295.15|OTTHUMG00000040869.6|OTTHUMT00000098394.4|ZNF669-201|ZNF669|1951|UTR5:1-173|CDS:174-1568|UTR3:1569-1951|
03_E08	1	1734	1130	1733	100.0	34.8	0	0	0	0	ENST00000407315.6|ENSG00000176946.12|OTTHUMG00000133410.4|OTTHUMT00000257267.4|THAP4-204|THAP4|2076|UTR5:1-141|CDS:142-1875|UTR3:1876-2076|
03_E12	1	870	300	869	100.0	65.5	0	0	0	0	ENST00000340684.10|ENSG00000196418.13|OTTHUMG00000041112.3|OTTHUMT00000098573.2|ZNF124-201|ZNF124|1674|UTR5:1-139|CDS:140-1009|UTR3:1010-1674|
03_F01	1	1341	727	1341	100.0	45.9	0	0	0	0	ENST00000290552.8|ENSG00000159387.8|OTTHUMG00000172239.4|OTTHUMT00000417445.4|IRX6-201|IRX6|2681|UTR5:1-889|CDS:890-2230|UTR3:2231-2681|
03_F05	1	1749	1096	1747	100.0	37.3	0	0	0	0	ENST00000299237.3|ENSG00000166188.3|OTTHUMG00000175512.3|OTTHUMT00000430317.1|ZNF319-201|ZNF319|5027|UTR5:1-1437|CDS:1438-3186|UTR3:3187-5027|
03_F07	1	1311	697	1310	100.0	46.8	0	0	0	0	ENST00000639409.1|ENSG00000007372.24|OTTHUMG00000041447.26|OTTHUMT00000492079.1|PAX6-256|PAX6|2450|UTR5:1-407|CDS:408-1718|UTR3:1719-2450|
03_G03	1	1326	689	1324	100.0	48.0	0	0	0	0	ENST00000373656.4|ENSG00000171448.9|OTTHUMG00000020627.2|OTTHUMT00000053960.2|ZBTB26-202|ZBTB26|4455|UTR5:1-86|CDS:87-1412|UTR3:1413-4455|
03_G05	1	2136	1517	2134	100.0	28.9	0	0	0	0	ENST00000262259.7|ENSG00000105497.8|OTTHUMG00000167771.5|OTTHUMT00000396205.3|ZNF175-201|ZNF175|6552|UTR5:1-373|CDS:374-2509|UTR3:2510-6552|
03_G08	1	1818	1199	1818	100.0	34.1	0	0	0	0	ENST00000335815.7|ENSG00000169131.13|OTTHUMG00000192653.2|OTTHUMT00000253481.3|ZNF354A-201|ZNF354A|2521|UTR5:1-155|CDS:156-1973|UTR3:1974-2521|
03_G09	1	1416	789	1401	99.8	43.2	1	0	1	0	ENST00000625585.2|ENSG00000081189.16|OTTHUMG00000162634.12|OTTHUMT00000480511.1|MEF2C-225|MEF2C|3467|UTR5:1-272|CDS:273-1688|UTR3:1689-3467|
03_G10	1	876	331	874	100.0	62.1	0	0	0	0	ENST00000296921.6|ENSG00000164438.6|OTTHUMG00000163207.4|OTTHUMT00000372076.4|TLX3-201|TLX3|1534|UTR5:1-118|CDS:119-994|UTR3:995-1534|
03_G11	1	1854	1245	1853	100.0	32.8	0	0	0	0	ENST00000622180.4|ENSG00000274349.5|OTTHUMG00000188361.2|OTTHUMT00000476980.1|ZNF658-207|ZNF658|2262|UTR5:1-237|CDS:238-2091|UTR3:2092-2262|
03_G12	1	1389	783	1388	100.0	43.6	0	0	0	0	ENST00000297689.4|ENSG00000165030.4|OTTHUMG00000020209.3|OTTHUMT00000053038.3|NFIL3-201|NFIL3|2055|UTR5:1-365|CDS:366-1754|UTR3:1755-2055|
03_H05	1	1884	1240	1882	99.8	34.1	1	0	1	0	ENST00000591539.1|ENSG00000186300.12|OTTHUMG00000180500.6|OTTHUMT00000452242.2|ZNF555-203|ZNF555|2270|UTR5:1-129|CDS:130-2013|UTR3:2014-2270|
03_H06	1	1668	1041	1666	100.0	37.5	0	0	0	0	ENST00000525369.5|ENSG00000118513.19|OTTHUMG00000015629.11|OTTHUMT00000391710.1|MYB-213|MYB|2866|UTR5:1-6|CDS:7-1674|UTR3:1675-2866|
03_H09	1	1665	835	1458	99.7	37.4	2	0	0	2	ENST00000315475.7|ENSG00000177932.7|OTTHUMG00000130888.3|OTTHUMT00000253473.3|ZNF354C-201|ZNF354C|5893|UTR5:1-348|CDS:349-2013|UTR3:2014-5893|
03_H10	1	1284	674	1282	100.0	47.4	0	0	0	0	ENST00000395324.6|ENSG00000111424.12|OTTHUMG00000169890.4|OTTHUMT00000406433.1|VDR-202|VDR|4762|UTR5:1-269|CDS:270-1553|UTR3:1554-4762|
03_H11	1	1356	707	1354	100.0	47.8	0	0	0	0	ENST00000584985.5|ENSG00000126351.13|OTTHUMG00000133332.3|OTTHUMT00000447399.1|THRA-209|THRA|2421|UTR5:1-580|CDS:581-1936|UTR3:1937-2421|
03_H12	1	1377	776	1376	100.0	43.6	0	0	0	0	ENST00000426961.1|ENSG00000196793.14|OTTHUMG00000018033.2|-|ZNF239-203|ZNF239|2027|UTR5:1-294|CDS:295-1671|UTR3:1672-2027|
04_A02	1	1320	730	1318	100.0	44.6	0	0	0	0	ENST00000403205.6|ENSG00000172888.12|OTTHUMG00000131389.5|OTTHUMT00000342721.2|ZNF621-203|ZNF621|1979|UTR5:1-223|CDS:224-1543|UTR3:1544-1979|
04_A04	1	2547	1918	2546	100.0	24.7	0	0	0	0	ENST00000463496.1|ENSG00000106546.14|OTTHUMG00000149967.5|OTTHUMT00000250200.2|AHR-202|AHR|4820|UTR5:1-582|CDS:583-3129|UTR3:3130-4820|
04_A10	1	1173	583	1172	100.0	50.3	0	0	0	0	ENST00000263726.4|ENSG00000121454.6|OTTHUMG00000035115.4|OTTHUMT00000084995.4|LHX4-201|LHX4|5844|UTR5:1-266|CDS:267-1439|UTR3:1440-5844|
04_B01	1	1851	1273	1849	100.0	31.2	0	0	0	0	ENST00000290524.8|ENSG00000143390.18|OTTHUMG00000012495.24|OTTHUMT00000034892.6|RFX5-201|RFX5|3576|UTR5:1-179|CDS:180-2030|UTR3:2031-3576|
